hgnc_symbol	ensembl_gene_id	gene_biotype
RPL9P6	ENSG00000241891	processed_pseudogene
YBX1P1	ENSG00000224861	processed_pseudogene
	ENSG00000276013	unprocessed_pseudogene
	ENSG00000285633	lncRNA
	ENSG00000258935	lncRNA
RPL21P8	ENSG00000180662	processed_pseudogene
KIR2DL4	ENSG00000274945	protein_coding
SLC35F4	ENSG00000151812	protein_coding
	ENSG00000310019	lncRNA
	ENSG00000262560	protein_coding
CT47A1	ENSG00000236371	protein_coding
	ENSG00000310043	lncRNA
MPC1L	ENSG00000238205	protein_coding
METTL4	ENSG00000101574	protein_coding
MIR1282	ENSG00000221792	miRNA
	ENSG00000275638	lncRNA
TARM1	ENSG00000274889	protein_coding
	ENSG00000310054	lncRNA
DMRTC1B	ENSG00000184911	protein_coding
SNORD13E	ENSG00000238311	snoRNA
MIR4511	ENSG00000264737	miRNA
	ENSG00000261544	lncRNA
	ENSG00000259924	processed_pseudogene
VSTM1	ENSG00000276159	protein_coding
	ENSG00000258580	lncRNA
	ENSG00000310076	lncRNA
HNRNPA1P44	ENSG00000249271	processed_pseudogene
	ENSG00000310230	lncRNA
PDS5B	ENSG00000083642	protein_coding
	ENSG00000258622	processed_pseudogene
	ENSG00000283249	snRNA
FTH1P13	ENSG00000258960	processed_pseudogene
	ENSG00000201084	misc_RNA
	ENSG00000279912	TEC
	ENSG00000285612	lncRNA
RNU6-18P	ENSG00000207257	snRNA
	ENSG00000260211	processed_pseudogene
RPL21P11	ENSG00000242571	processed_pseudogene
	ENSG00000310298	lncRNA
	ENSG00000259005	lncRNA
	ENSG00000228959	lncRNA
	ENSG00000288627	unprocessed_pseudogene
OR7E159P	ENSG00000258849	unprocessed_pseudogene
DNM1P31	ENSG00000261491	unprocessed_pseudogene
	ENSG00000258746	processed_pseudogene
	ENSG00000310389	lncRNA
KIR2DS5	ENSG00000274243	protein_coding
	ENSG00000258845	lncRNA
RN7SL185P	ENSG00000275776	misc_RNA
	ENSG00000310403	lncRNA
	ENSG00000281898	lncRNA
	ENSG00000215304	lncRNA
EIF3LP1	ENSG00000258501	processed_pseudogene
	ENSG00000293461	lncRNA
ARHGAP27	ENSG00000276836	protein_coding
	ENSG00000257900	lncRNA
	ENSG00000278414	protein_coding
COILP1	ENSG00000259100	processed_pseudogene
	ENSG00000258549	processed_pseudogene
TRAJ50	ENSG00000211839	TR_J_gene
LILRP2	ENSG00000276247	transcribed_processed_pseudogene
	ENSG00000303430	lncRNA
KRT8P4	ENSG00000248231	processed_pseudogene
	ENSG00000206987	snoRNA
	ENSG00000258928	lncRNA
GOLGA8O	ENSG00000206127	protein_coding
	ENSG00000279521	TEC
LILRP2	ENSG00000293006	lncRNA
RPL32P4	ENSG00000243761	processed_pseudogene
FKBP1BP1	ENSG00000258536	processed_pseudogene
	ENSG00000310436	lncRNA
	ENSG00000286464	lncRNA
LY6D	ENSG00000167656	protein_coding
CAP2P1	ENSG00000259151	transcribed_processed_pseudogene
	ENSG00000258558	lncRNA
RPS19P3	ENSG00000240463	processed_pseudogene
	ENSG00000310479	lncRNA
RAB42P1	ENSG00000230997	processed_pseudogene
	ENSG00000303445	lncRNA
ENSAP2	ENSG00000259032	processed_pseudogene
MIR6089	ENSG00000277120	miRNA
LINC00102	ENSG00000230542	lncRNA
UBA52P3	ENSG00000243023	processed_pseudogene
	ENSG00000288067	lncRNA
CYB5AP5	ENSG00000257503	processed_pseudogene
LINC01639	ENSG00000236117	lncRNA
XG	ENSG00000124343	protein_coding
CLEC14A	ENSG00000176435	protein_coding
	ENSG00000283748	unprocessed_pseudogene
KIR3DL3	ENSG00000284480	protein_coding
VSTM1	ENSG00000275577	protein_coding
TG	ENSG00000042832	protein_coding
	ENSG00000303454	lncRNA
	ENSG00000310489	lncRNA
SKA1	ENSG00000154839	protein_coding
LINC02939	ENSG00000235159	lncRNA
LINC01271	ENSG00000233077	lncRNA
	ENSG00000310500	lncRNA
	ENSG00000310504	lncRNA
	ENSG00000303540	lncRNA
	ENSG00000305558	lncRNA
	ENSG00000289199	lncRNA
	ENSG00000303492	lncRNA
	ENSG00000295546	lncRNA
	ENSG00000303516	lncRNA
	ENSG00000307191	lncRNA
	ENSG00000289044	lncRNA
RN7SL539P	ENSG00000274076	misc_RNA
	ENSG00000295518	lncRNA
	ENSG00000303537	lncRNA
	ENSG00000270789	processed_pseudogene
GOLGA6L23P	ENSG00000261375	unprocessed_pseudogene
	ENSG00000229275	lncRNA
NKX2-4	ENSG00000125816	protein_coding
ZNRF3-AS1	ENSG00000177993	lncRNA
	ENSG00000225280	lncRNA
	ENSG00000280359	TEC
	ENSG00000259213	lncRNA
NLRP2	ENSG00000275399	protein_coding
	ENSG00000261244	lncRNA
	ENSG00000303940	lncRNA
RGS6	ENSG00000182732	protein_coding
RN7SL214P	ENSG00000242066	misc_RNA
	ENSG00000259792	lncRNA
	ENSG00000283901	lncRNA
	ENSG00000199633	snoRNA
	ENSG00000293220	lncRNA
RN7SKP140	ENSG00000223128	misc_RNA
	ENSG00000260988	lncRNA
	ENSG00000226405	processed_pseudogene
	ENSG00000278041	lncRNA
KIR2DL3	ENSG00000284236	protein_coding
RPL5P3	ENSG00000242276	processed_pseudogene
HMGB1P6	ENSG00000259781	processed_pseudogene
	ENSG00000278869	lncRNA
CSPG4P11	ENSG00000259726	transcribed_unprocessed_pseudogene
GSTM3P1	ENSG00000227693	processed_pseudogene
	ENSG00000304008	lncRNA
NKX2-2	ENSG00000125820	protein_coding
	ENSG00000304026	lncRNA
	ENSG00000304096	lncRNA
	ENSG00000304254	lncRNA
KIR2DP1	ENSG00000284232	unprocessed_pseudogene
NKX2-2-AS1	ENSG00000258197	lncRNA
RN7SL331P	ENSG00000278422	misc_RNA
UBE2Q2P8	ENSG00000259633	unprocessed_pseudogene
KIR2DL1	ENSG00000284551	protein_coding
RN7SL417P	ENSG00000244056	misc_RNA
	ENSG00000259570	unprocessed_pseudogene
CSPG4P5	ENSG00000272887	transcribed_unprocessed_pseudogene
LINC01727	ENSG00000279082	lncRNA
UBE2Q2P11	ENSG00000259538	transcribed_unprocessed_pseudogene
GP6	ENSG00000274566	protein_coding
	ENSG00000278785	misc_RNA
	ENSG00000200391	misc_RNA
LINC02885	ENSG00000286592	lncRNA
PIN4P1	ENSG00000227973	processed_pseudogene
POTEB	ENSG00000233917	protein_coding
C18orf54	ENSG00000166845	protein_coding
LINC01634	ENSG00000235295	lncRNA
	ENSG00000224735	processed_pseudogene
	ENSG00000226110	processed_pseudogene
MRPL32P2	ENSG00000229037	processed_pseudogene
H2BW1	ENSG00000123569	protein_coding
	ENSG00000304282	lncRNA
PCDH11X	ENSG00000102290	protein_coding
TARM1	ENSG00000275384	protein_coding
	ENSG00000233575	processed_pseudogene
	ENSG00000224836	processed_pseudogene
OSCAR	ENSG00000275644	protein_coding
H3P29	ENSG00000228783	processed_pseudogene
	ENSG00000277824	protein_coding
RCL1	ENSG00000120158	protein_coding
	ENSG00000225335	lncRNA
	ENSG00000304318	lncRNA
	ENSG00000304364	lncRNA
SNX33	ENSG00000173548	protein_coding
LINC01643	ENSG00000236052	lncRNA
	ENSG00000297766	lncRNA
	ENSG00000289431	lncRNA
CATSPER2	ENSG00000166762	protein_coding
KIR3DP1	ENSG00000284006	transcribed_unprocessed_pseudogene
BETALINC1	ENSG00000233492	lncRNA
KIR2DL4	ENSG00000284206	protein_coding
	ENSG00000297859	lncRNA
LINC01726	ENSG00000280350	lncRNA
	ENSG00000297722	lncRNA
	ENSG00000297835	lncRNA
RPS9	ENSG00000278081	protein_coding
NDUFA3	ENSG00000276220	protein_coding
	ENSG00000303376	lncRNA
	ENSG00000303396	lncRNA
	ENSG00000300060	lncRNA
	ENSG00000303964	lncRNA
	ENSG00000299804	lncRNA
TFPT	ENSG00000276323	protein_coding
	ENSG00000274507	lncRNA
	ENSG00000276952	lncRNA
	ENSG00000199490	misc_RNA
	ENSG00000269103	misc_RNA
	ENSG00000308226	lncRNA
KRT18P4	ENSG00000229222	processed_pseudogene
RNU6-147P	ENSG00000206710	snRNA
SNAI1	ENSG00000124216	protein_coding
PNMA3	ENSG00000183837	protein_coding
SCREEM1	ENSG00000293596	lncRNA
PRPF31	ENSG00000275117	protein_coding
RDH13	ENSG00000275474	protein_coding
KANSL1	ENSG00000275867	protein_coding
DMRTC1	ENSG00000269502	protein_coding
	ENSG00000295354	lncRNA
TRERNA1	ENSG00000231265	lncRNA
	ENSG00000306218	lncRNA
NLRP7	ENSG00000277776	protein_coding
	ENSG00000304386	lncRNA
	ENSG00000304411	lncRNA
	ENSG00000304424	lncRNA
TRABD-AS1	ENSG00000273253	lncRNA
	ENSG00000306197	lncRNA
	ENSG00000306244	lncRNA
	ENSG00000230492	lncRNA
	ENSG00000304445	lncRNA
	ENSG00000304449	lncRNA
	ENSG00000304489	lncRNA
	ENSG00000228719	lncRNA
F9	ENSG00000101981	protein_coding
LINC01311	ENSG00000260924	lncRNA
CNOT3	ENSG00000274176	protein_coding
HNRNPA1P41	ENSG00000220937	processed_pseudogene
	ENSG00000278754	processed_pseudogene
	ENSG00000287465	lncRNA
RPS29P33	ENSG00000226470	processed_pseudogene
JKAMPP1	ENSG00000231491	processed_pseudogene
LINC01638	ENSG00000233521	lncRNA
PABPC1P11	ENSG00000228810	processed_pseudogene
BRD10	ENSG00000183354	protein_coding
	ENSG00000238195	lncRNA
MBOAT7	ENSG00000277733	protein_coding
	ENSG00000234646	lncRNA
KIR3DL1	ENSG00000284589	protein_coding
	ENSG00000304686	lncRNA
	ENSG00000296483	lncRNA
NCF4-AS1	ENSG00000183822	lncRNA
	ENSG00000296463	lncRNA
	ENSG00000303426	lncRNA
	ENSG00000307774	lncRNA
LINC00656	ENSG00000233746	lncRNA
	ENSG00000304876	lncRNA
	ENSG00000304926	lncRNA
	ENSG00000304944	lncRNA
EPIC1	ENSG00000224271	lncRNA
TSEN34	ENSG00000275165	protein_coding
	ENSG00000296285	lncRNA
HAUS1	ENSG00000152240	protein_coding
	ENSG00000297882	lncRNA
	ENSG00000295432	lncRNA
	ENSG00000301398	lncRNA
RPS27AP14	ENSG00000236594	processed_pseudogene
	ENSG00000228165	lncRNA
AKAP8P1	ENSG00000234146	processed_pseudogene
LINC03125	ENSG00000230387	lncRNA
LENG1	ENSG00000276774	protein_coding
FTH1P12	ENSG00000213362	processed_pseudogene
KANSL1-AS1	ENSG00000281569	lncRNA
DMRTA1	ENSG00000176399	protein_coding
	ENSG00000281815	processed_pseudogene
TMC4	ENSG00000276260	protein_coding
	ENSG00000280735	lncRNA
	ENSG00000281693	lncRNA
RPL31P42	ENSG00000237083	processed_pseudogene
LRRC37A	ENSG00000278742	protein_coding
MTCO3P30	ENSG00000229080	unprocessed_pseudogene
TFPT	ENSG00000276296	protein_coding
LINC01242	ENSG00000280683	lncRNA
	ENSG00000238485	snoRNA
RNU6ATAC23P	ENSG00000221375	snRNA
	ENSG00000252719	snoRNA
RPSAP60	ENSG00000228965	processed_pseudogene
CLIC4P1	ENSG00000236739	processed_pseudogene
DEPDC1P1	ENSG00000259358	processed_pseudogene
TPMTP3	ENSG00000232562	processed_pseudogene
SAMM50P1	ENSG00000224488	processed_pseudogene
	ENSG00000182776	lncRNA
	ENSG00000277500	unprocessed_pseudogene
	ENSG00000206849	snoRNA
	ENSG00000236796	unprocessed_pseudogene
RPL32P2	ENSG00000243094	processed_pseudogene
SNORA11E	ENSG00000221705	snoRNA
SNORA11D	ENSG00000221475	snoRNA
	ENSG00000179028	lncRNA
PGBD4	ENSG00000182405	protein_coding
	ENSG00000228292	processed_pseudogene
HMGB3P23	ENSG00000235148	processed_pseudogene
	ENSG00000285784	lncRNA
	ENSG00000259468	lncRNA
RNU6-203P	ENSG00000206765	snRNA
RPS24P19	ENSG00000227008	processed_pseudogene
	ENSG00000207091	misc_RNA
	ENSG00000287318	lncRNA
CNOT3	ENSG00000275979	protein_coding
RPSAP63	ENSG00000233260	processed_pseudogene
ACTG1P15	ENSG00000259904	processed_pseudogene
GPC3-AS1	ENSG00000286096	TEC
MIR1233-1	ENSG00000221649	miRNA
RPS26P2	ENSG00000233278	processed_pseudogene
	ENSG00000260639	processed_pseudogene
	ENSG00000232068	unprocessed_pseudogene
CHCHD4P3	ENSG00000236156	processed_pseudogene
TIMM8BP2	ENSG00000224908	processed_pseudogene
MBOAT7	ENSG00000278322	protein_coding
	ENSG00000261081	unprocessed_pseudogene
LURAP1L	ENSG00000153714	protein_coding
LARP1BP3	ENSG00000232664	processed_pseudogene
FLICR	ENSG00000286181	lncRNA
	ENSG00000279092	TEC
	ENSG00000260275	processed_pseudogene
	ENSG00000270497	processed_pseudogene
RNU7-195P	ENSG00000239151	snRNA
HMGB1P8	ENSG00000259699	processed_pseudogene
	ENSG00000227083	lncRNA
	ENSG00000274086	misc_RNA
	ENSG00000259948	processed_pseudogene
LINC01627	ENSG00000224648	lncRNA
FMR1-IT1	ENSG00000236337	lncRNA
	ENSG00000224549	lncRNA
MIR6766	ENSG00000275101	miRNA
	ENSG00000279708	TEC
FMR1NB	ENSG00000176988	protein_coding
HMGN2P16	ENSG00000231376	processed_pseudogene
	ENSG00000287717	lncRNA
MIR9-3	ENSG00000284329	miRNA
	ENSG00000287696	lncRNA
BOLA3P4	ENSG00000223807	processed_pseudogene
ASS1P12	ENSG00000237437	processed_pseudogene
SLC4A1APP1	ENSG00000232060	processed_pseudogene
TSEN34	ENSG00000274796	protein_coding
KCTD9P3	ENSG00000187988	processed_pseudogene
RBPJP6	ENSG00000227924	processed_pseudogene
	ENSG00000277340	processed_pseudogene
	ENSG00000283541	unprocessed_pseudogene
RNA5SP524	ENSG00000201285	rRNA
FTH1P8	ENSG00000219507	processed_pseudogene
	ENSG00000266560	lncRNA
FTLP4	ENSG00000214020	processed_pseudogene
ATP5F1AP1	ENSG00000234861	processed_pseudogene
	ENSG00000253407	lncRNA
ATP5F1AP10	ENSG00000277297	processed_pseudogene
	ENSG00000253672	lncRNA
MAGEA10	ENSG00000124260	protein_coding
FKBP4P7	ENSG00000235256	processed_pseudogene
RPS9	ENSG00000274626	protein_coding
	ENSG00000241105	processed_pseudogene
LRRC37A3	ENSG00000275621	protein_coding
	ENSG00000241204	processed_pseudogene
GML	ENSG00000104499	protein_coding
PRPF31	ENSG00000276421	protein_coding
KIR2DS4	ENSG00000284264	protein_coding
LILRA3	ENSG00000273884	protein_coding
PAX5	ENSG00000196092	protein_coding
	ENSG00000294029	lncRNA
TMX1P2	ENSG00000271113	processed_pseudogene
	ENSG00000253143	lncRNA
H2AZP7	ENSG00000253156	processed_pseudogene
	ENSG00000305230	lncRNA
CD93	ENSG00000125810	protein_coding
	ENSG00000270137	lncRNA
SLC12A6	ENSG00000140199	protein_coding
	ENSG00000253728	lncRNA
XAGE3	ENSG00000171402	protein_coding
LILRP2	ENSG00000284314	transcribed_processed_pseudogene
LYPD2	ENSG00000197353	protein_coding
	ENSG00000278595	lncRNA
LILRP2	ENSG00000293127	lncRNA
BBLNP1	ENSG00000270838	transcribed_processed_pseudogene
	ENSG00000296301	lncRNA
FRG1EP	ENSG00000282995	transcribed_unprocessed_pseudogene
	ENSG00000253627	lncRNA
	ENSG00000277576	unprocessed_pseudogene
	ENSG00000296299	lncRNA
ZNHIT1P1	ENSG00000253421	processed_pseudogene
LILRA5	ENSG00000278355	protein_coding
	ENSG00000253715	lncRNA
FRMD7	ENSG00000165694	protein_coding
RPL21P78	ENSG00000240237	processed_pseudogene
SLURP1	ENSG00000126233	protein_coding
OSCAR	ENSG00000274703	protein_coding
RPS27AP2	ENSG00000232333	transcribed_processed_pseudogene
	ENSG00000275949	protein_coding
	ENSG00000294980	lncRNA
	ENSG00000223697	lncRNA
FRG1DP	ENSG00000282870	transcribed_unprocessed_pseudogene
	ENSG00000271240	processed_pseudogene
	ENSG00000253259	lncRNA
	ENSG00000254249	lncRNA
PROSER1	ENSG00000120685	protein_coding
	ENSG00000303016	lncRNA
LYNX1-SLURP2	ENSG00000284505	protein_coding
MXRA5	ENSG00000101825	protein_coding
MLLT10P1	ENSG00000238151	transcribed_processed_pseudogene
	ENSG00000281336	processed_pseudogene
	ENSG00000308022	lncRNA
SPPL2C	ENSG00000278194	protein_coding
FRG1BP	ENSG00000149531	transcribed_unprocessed_pseudogene
	ENSG00000286266	lncRNA
	ENSG00000259631	lncRNA
MAPT-AS1	ENSG00000281578	lncRNA
MAPK6P1	ENSG00000206144	processed_pseudogene
LILRA4	ENSG00000276798	protein_coding
ASS1P4	ENSG00000213487	processed_pseudogene
GAGE12D	ENSG00000227488	protein_coding
	ENSG00000254227	lncRNA
FRG1BP	ENSG00000287288	lncRNA
ARL17B	ENSG00000275748	protein_coding
	ENSG00000271560	processed_pseudogene
	ENSG00000253607	lncRNA
KNOP1P5	ENSG00000250563	processed_pseudogene
	ENSG00000253668	processed_pseudogene
LENG1	ENSG00000277457	protein_coding
	ENSG00000253841	processed_pseudogene
GAGE12E	ENSG00000216649	protein_coding
	ENSG00000278296	snRNA
TMC4	ENSG00000277996	protein_coding
PSLNR	ENSG00000225255	lncRNA
CSMD3	ENSG00000164796	protein_coding
LAIR1	ENSG00000276163	protein_coding
LINC00898	ENSG00000205634	lncRNA
GAGE12G	ENSG00000215269	protein_coding
NDUFA3	ENSG00000278365	protein_coding
	ENSG00000305190	lncRNA
KIR2DS4	ENSG00000274533	protein_coding
	ENSG00000305206	lncRNA
HSFY1P1	ENSG00000290408	lncRNA
KIR3DL2	ENSG00000276739	protein_coding
RBBP8	ENSG00000101773	protein_coding
	ENSG00000226471	lncRNA
RARRES2P11	ENSG00000283123	transcribed_processed_pseudogene
	ENSG00000296330	lncRNA
PIEZO1P2	ENSG00000237121	transcribed_unprocessed_pseudogene
GAGE12H	ENSG00000224902	protein_coding
	ENSG00000237555	transcribed_processed_pseudogene
NSF	ENSG00000278174	protein_coding
	ENSG00000295701	lncRNA
RPS10P5	ENSG00000101278	transcribed_processed_pseudogene
	ENSG00000300753	lncRNA
VN1R108P	ENSG00000230772	transcribed_unprocessed_pseudogene
GAGE1	ENSG00000205777	protein_coding
	ENSG00000226465	lncRNA
	ENSG00000305333	lncRNA
	ENSG00000305420	lncRNA
	ENSG00000305435	lncRNA
	ENSG00000305592	lncRNA
LINC00895	ENSG00000281548	lncRNA
GAGE10	ENSG00000215274	protein_coding
	ENSG00000225007	lncRNA
	ENSG00000305663	lncRNA
GAGE12J	ENSG00000224659	protein_coding
	ENSG00000305681	lncRNA
CDK8	ENSG00000132964	protein_coding
	ENSG00000250090	transcribed_unprocessed_pseudogene
	ENSG00000290931	lncRNA
FAM182B	ENSG00000175170	lncRNA
NDUFV3	ENSG00000160194	protein_coding
GABRQ	ENSG00000268089	protein_coding
MAPK8IP1P1	ENSG00000281283	processed_pseudogene
RDM1P2	ENSG00000281797	unprocessed_pseudogene
	ENSG00000281642	processed_pseudogene
NSFP1	ENSG00000280810	unprocessed_pseudogene
STH	ENSG00000281139	protein_coding
	ENSG00000281487	processed_pseudogene
	ENSG00000281364	unprocessed_pseudogene
	ENSG00000281837	lncRNA
	ENSG00000281922	processed_pseudogene
	ENSG00000283454	rRNA_pseudogene
	ENSG00000269475	unprocessed_pseudogene
	ENSG00000278357	misc_RNA
MAGEA6-DT	ENSG00000286051	lncRNA
	ENSG00000277055	misc_RNA
	ENSG00000278553	misc_RNA
CRHR1	ENSG00000278232	protein_coding
	ENSG00000286939	lncRNA
PNMA5	ENSG00000198883	protein_coding
KCNE1	ENSG00000180509	protein_coding
	ENSG00000234200	unprocessed_pseudogene
	ENSG00000201407	snoRNA
PPIAP91	ENSG00000228728	processed_pseudogene
MORF4L1P5	ENSG00000231857	processed_pseudogene
PRXL2CP1	ENSG00000237963	processed_pseudogene
NHS	ENSG00000188158	protein_coding
	ENSG00000283833	unprocessed_pseudogene
	ENSG00000284318	lncRNA
	ENSG00000284555	protein_coding
KIR2DL4	ENSG00000284013	protein_coding
	ENSG00000305857	lncRNA
LINC01315	ENSG00000229891	lncRNA
RPL7P54	ENSG00000227645	processed_pseudogene
NT5DC1P2	ENSG00000214961	processed_pseudogene
RPL36AP54	ENSG00000226107	processed_pseudogene
MIR450B	ENSG00000216001	miRNA
MIR450A1	ENSG00000199132	miRNA
	ENSG00000306064	lncRNA
MIR450A2	ENSG00000207755	miRNA
MIR542	ENSG00000207784	miRNA
MIR503	ENSG00000208005	miRNA
MIR424	ENSG00000284231	miRNA
	ENSG00000235813	lncRNA
RPL21P133	ENSG00000236509	processed_pseudogene
LINC02925	ENSG00000234869	lncRNA
RPS7P12	ENSG00000237432	processed_pseudogene
RNU4-44P	ENSG00000199920	snRNA
VPS26C	ENSG00000157538	protein_coding
MRPS18CP7	ENSG00000235916	processed_pseudogene
RNA5SP505	ENSG00000201618	rRNA_pseudogene
FAM120C	ENSG00000184083	protein_coding
HDHD5-AS1	ENSG00000185837	lncRNA
KIR2DL1	ENSG00000275196	protein_coding
	ENSG00000306112	lncRNA
	ENSG00000306130	lncRNA
	ENSG00000306155	lncRNA
KIR3DP1	ENSG00000276912	unprocessed_pseudogene
	ENSG00000306238	lncRNA
NUP50-DT	ENSG00000226328	lncRNA
KIR2DL4	ENSG00000276979	protein_coding
SIRPB3P	ENSG00000223750	transcribed_unprocessed_pseudogene
RPL37P24	ENSG00000224949	processed_pseudogene
	ENSG00000291087	lncRNA
RPL7AP71	ENSG00000234566	processed_pseudogene
	ENSG00000286288	lncRNA
TMEM185A	ENSG00000269556	protein_coding
	ENSG00000274106	unprocessed_pseudogene
KRT18P40	ENSG00000277976	unprocessed_pseudogene
	ENSG00000279974	lncRNA
ZNF430	ENSG00000278780	protein_coding
	ENSG00000234282	transcribed_unprocessed_pseudogene
DACH2	ENSG00000126733	protein_coding
MTCO1P2	ENSG00000259045	unprocessed_pseudogene
	ENSG00000204556	transcribed_unprocessed_pseudogene
LINC00520	ENSG00000258791	lncRNA
	ENSG00000274449	lncRNA
	ENSG00000279318	TEC
FAM182A	ENSG00000125804	lncRNA
ZNF85	ENSG00000278091	protein_coding
	ENSG00000274754	misc_RNA
	ENSG00000275775	misc_RNA
	ENSG00000275574	misc_RNA
WNT3	ENSG00000277626	protein_coding
	ENSG00000281144	transcribed_unprocessed_pseudogene
	ENSG00000290493	lncRNA
MTCYBP27	ENSG00000259012	processed_pseudogene
EEF1A1P2	ENSG00000258841	processed_pseudogene
	ENSG00000259969	lncRNA
YWHAQP1	ENSG00000258934	processed_pseudogene
	ENSG00000259007	lncRNA
KIR3DS1	ENSG00000275434	protein_coding
	ENSG00000277801	lncRNA
	ENSG00000213315	processed_pseudogene
FOXN3-AS1	ENSG00000258920	lncRNA
	ENSG00000287990	lncRNA
MTND4P33	ENSG00000258762	processed_pseudogene
OR7K1P	ENSG00000258275	unprocessed_pseudogene
	ENSG00000258749	lncRNA
	ENSG00000258506	processed_pseudogene
DNAJC19P9	ENSG00000258608	processed_pseudogene
	ENSG00000258519	processed_pseudogene
KIR3DL1	ENSG00000284342	protein_coding
	ENSG00000258394	lncRNA
	ENSG00000258424	lncRNA
	ENSG00000254348	processed_pseudogene
	ENSG00000253949	lncRNA
CCDC85C	ENSG00000205476	protein_coding
SNTB1	ENSG00000172164	protein_coding
ATXN3L	ENSG00000123594	protein_coding
VCX3B	ENSG00000205642	protein_coding
IMPA2	ENSG00000141401	protein_coding
	ENSG00000275321	unprocessed_pseudogene
BNIP3P24	ENSG00000280428	processed_pseudogene
	ENSG00000281732	lncRNA
	ENSG00000280030	lncRNA
ZNF66	ENSG00000275050	protein_coding
ARHGEF7	ENSG00000102606	protein_coding
GRK3-AS1	ENSG00000234884	lncRNA
BRCC3	ENSG00000185515	protein_coding
DOP1B	ENSG00000142197	protein_coding
KRTAP9-10P	ENSG00000263103	unprocessed_pseudogene
KRTAP29-1	ENSG00000262218	protein_coding
KRTAP9-2	ENSG00000263090	protein_coding
KRTAP9-3	ENSG00000262749	protein_coding
	ENSG00000267208	unprocessed_pseudogene
DNAJC8P3	ENSG00000254183	processed_pseudogene
KRTAP9-4	ENSG00000262512	protein_coding
	ENSG00000255206	lncRNA
KRTAP9-9	ENSG00000267728	protein_coding
	ENSG00000267635	protein_coding
	ENSG00000286946	lncRNA
	ENSG00000254150	processed_pseudogene
RFPL4AP5	ENSG00000248720	processed_pseudogene
NCAPGP1	ENSG00000250290	processed_pseudogene
KIR2DL5A	ENSG00000274143	protein_coding
RPL21P79	ENSG00000240919	processed_pseudogene
	ENSG00000287479	lncRNA
FOXN3-AS4	ENSG00000258380	lncRNA
	ENSG00000272037	lncRNA
	ENSG00000286582	lncRNA
RPL19P14	ENSG00000240870	processed_pseudogene
	ENSG00000257976	processed_pseudogene
MTCO1P47	ENSG00000254241	processed_pseudogene
MTND5P35	ENSG00000258923	processed_pseudogene
	ENSG00000253107	processed_pseudogene
HAS2	ENSG00000170961	protein_coding
	ENSG00000260810	lncRNA
	ENSG00000306452	lncRNA
CHORDC2P	ENSG00000259050	processed_pseudogene
SLC35F4-AS1	ENSG00000259039	lncRNA
	ENSG00000253956	lncRNA
	ENSG00000271712	processed_pseudogene
	ENSG00000306469	lncRNA
RPL35AP19	ENSG00000239872	processed_pseudogene
	ENSG00000287437	lncRNA
YWHAH-AS1	ENSG00000128254	lncRNA
	ENSG00000259053	lncRNA
RN7SKP159	ENSG00000222589	misc_RNA
RN7SL318P	ENSG00000242079	misc_RNA
RPL23AP10	ENSG00000240051	processed_pseudogene
	ENSG00000206661	snoRNA
RNA5SP251	ENSG00000222546	rRNA_pseudogene
IGHVIII-16-1	ENSG00000283948	IG_V_pseudogene
RN7SL474P	ENSG00000264092	misc_RNA
IGHV3-23	ENSG00000211949	IG_V_gene
	ENSG00000207027	snoRNA
RNU7-153P	ENSG00000252264	snRNA
	ENSG00000206950	misc_RNA
RNU6-397P	ENSG00000252035	snRNA
IGHVIII-22-2	ENSG00000254045	IG_V_pseudogene
	ENSG00000258446	processed_pseudogene
MIR383	ENSG00000199127	miRNA
RNU4-71P	ENSG00000252067	snRNA
IGHV4-34	ENSG00000211956	IG_V_gene
MIR3148	ENSG00000264788	miRNA
RN7SL621P	ENSG00000240189	misc_RNA
RNU6-1218P	ENSG00000239175	snRNA
KIR2DS5	ENSG00000274739	protein_coding
RNA5SP260	ENSG00000200719	rRNA_pseudogene
IGHV1-12	ENSG00000254174	IG_V_pseudogene
	ENSG00000252505	snoRNA
IGHVII-30-1	ENSG00000253491	IG_V_pseudogene
	ENSG00000306608	lncRNA
MIR548H4	ENSG00000221616	miRNA
IGHVII-15-1	ENSG00000253458	IG_V_pseudogene
RNA5SP258	ENSG00000199620	rRNA_pseudogene
	ENSG00000306617	lncRNA
	ENSG00000259789	lncRNA
RN7SL457P	ENSG00000263794	misc_RNA
