Regulator	Score	N_modules	N_targets	Modules	Targets
ZNF749	1.230840458717746	2.0	91.0	8|59	ZNF627|ZNF333|ZNF611|ZNF160|ZNF430|ZNF121|ZNF766|ZNF83|ZNF558|ZNF765|ZNF433|ZNF470|ZNF550|ZNF440|ZNF561|ZNF136|ZNF587B|ZNF57|ZNF426|ZNF20|ZNF548|ZNF443|ZNF557|ZNF587|ZNF763|ZNF749|ZNF347|ZNF528|ZNF805|ZNF700|ZNF44|ZNF317|ZNF841|ZNF506|ZNF791|ZNF586|ZNF667|ZNF845|ZNF761|ZNF266|ZNF460|ZNF471|ZNF417|ZNF473|ZNF699|ZNF823|ZNF799|ZNF442|ZNF701|ZNF264|ZNF77|ZNF320|ZNF708|ZNF562|ZNF432|ZNF626|ZNF700|ZNF880|ZNF44|ZNF343|ZNF714|ZNF317|SYCE2|ZSCAN5A|ZNF121|ZNF490|ZNF791|ZNF101|ZNF667|ZFP28|ZSCAN22|ZNF558|MGA|ZNF792|ZNF470|ZGLP1|ZNF136|ZNF699|ZSCAN32|ZNF442|ZNF441|ZNF57|ZNF20|ZNF557|ZNF625|ZNF836|ZNF562|ZNF347|ZNF626|ZNF528|ZNF563
ZNF396	1.2145570318920518	2.0	76.0	7|62	HYDIN|DCDC1|CFAP126|CFAP54|ZMYND10|SLC9C2|VWA3B|CCDC65|CFAP52|DNAH5|DNAAF1|LRRC74B|MAK|TEKT1|C7orf57|DNAAF3|ZBBX|MORN5|SPEF1|WDR93|PRR29|ANKRD45|FOXJ1|DNAI1|CFAP43|SDR42E2|EFHC2|DNAH6|ROPN1L|CFAP57|DRC1|RSPH4A|DRC7|C6orf118|VWA3A|NEK5|RSPH1|DCDC1|CFAP126|CFAP54|ZMYND10|SLC9C2|VWA3B|CCDC65|CFAP52|DNAH5|DNAAF1|LRRC74B|MAK|TTC29|TEKT1|C7orf57|ZNF165|ZBBX|MORN5|SPEF1|WDR93|PRR29|ANKRD45|FOXJ1|DNAI1|CFAP43|SDR42E2|EFHC2|DNAH6|ROPN1L|CFAP57|DRC1|RSPH4A|DRC7|C6orf118|ANKUB1|VWA3A|DTHD1|NEK5|RSPH1
IRF4	1.2097236533370248	2.0	32.0	46|69	NTRK1|GSDMC|MFAP4|RORC|PLEKHG4B|GPR39|CLDN4|IRX3|CA3|WNT9A|KCP|SDK1|CILP2|TRABD2B|FIBCD1|CHIT1|ZBTB7C|HMCN2|ZBTB46|INSRR|TMEM132E|FOXP1|RUNX3|VENTX|GPR141|KLHDC7B|ITK|CLEC12A|IRF4|GFI1|ESR1|LTB
TBX15	1.2086982899729657	1.0	15.0	47	ZNF449|HOXA1|COL2A1|ZIC1|LTK|FOXF1|FOXD1|HOXA10|GSTM1|TWIST1|GRB14|TBX15|HAPLN1|SCML4|ULBP1
SOX13	1.208433106035714	1.0	12.0	76	PRDM16|ADIG|OLFM4|ZBTB4|SOX13|ZNF691|TP53|GHRHR|RASD1|HOMEZ|IGFL4|C10orf62
ZFP2	1.200821070481647	1.0	17.0	89	ZNF605|GLRA4|ZNF84|TFDP2|SP4|ZNF534|HES7|ZNF10|FERMT1|GTF2IRD2|FGF17|FXYD2|ZBTB5|ZNF589|ZNF721|ZFP2|SMAD9
SOX1	1.191432643924195	2.0	24.0	82|90	PCDH15|RPE65|FBXL2|TCEAL2|SOX1|IKZF2|PKIA|TVP23A|CACNA1A|DNER|SCRG1|GRIK2|SCN1A|DCT|SLITRK2|PKNOX2|GRIK3|RPE65|MYO16|LRRC4C|MEIS3|FLRT3|MEGF11|KCND2
ZNF142	1.1868005320605195	2.0	100.0	15|53	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ZNF776	1.185411494093935	1.0	47.0	38	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
ZNF107	1.1518632928182782	2.0	25.0	48|80	PURB|DMTF1|ZNF800|ZNF107|ZNF273|ZNF92|ZNF680|ZNF138|ZNF655|ZNF117|ZNF736|SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2
ZKSCAN2	1.1418940182887083	1.0	39.0	17	ITGA8|TBX18|ACTG2|C7|COL12A1|FBLN2|COL5A1|COL6A2|COL6A3|ASPN|COL1A1|DCN|ISLR|FHL2|CNN1|LUM|FAP|PCOLCE|P4HA3|FOXC2|STRA6|MEDAG|CFH|COL15A1|COL13A1|CTHRC1|LTBP2|CYP1B1|COL3A1|ADAMTS2|VGLL3|MGP|KDELR3|HIC1|PDGFRL|ITGBL1|COL1A2|HTRA3|TAGLN
RUNX2	1.136117134024315	2.0	125.0	4|35	XBP1|ADAMTS12|COL14A1|GDF15|STAT5A|ITGA2|AHNAK2|GJB2|TFPI2|NFE2L2|TC2N|BNC2|CCDC71L|SRPX2|SLPI|ZNF267|PRLR|ADAMTS14|LCTL|PLA2R1|CXCL14|KLF17|HAS3|SPOCD1|RAB38|C6orf141|RUNX1|GCNT1|SULF1|ELF4|TNFRSF11B|KLF5|CLDN23|KCNN4|NFE2L3|SNAI1|TIMP1|CAV2|TEAD4|CP|IGFBP6|BACH1|C1S|PAX8|SEMA3C|PTGES|RUNX2|ZBTB38|LRRFIP1|CLCF1|OSR1|PLAU|CAV1|C3orf52|STEAP1|ABCA13|FOSL1|PLAGL1|MAF|GPC3|CHRNA9|C9|AHR|ELK3|ARHGEF5|SEL1L3|HMGA2|COL8A1|CLDN1|ABCC3|PTPRU|TPBG|SPP1|ZNF600|MET|IL11|CATSPERB|SDC1|ATF1|ACSM3|FBXO32|FAM83G|ITGA3|SERPINE1|CFI|PODNL1|EFEMP1|RARRES1|BACH1|REL|CD274|MEF2A|GPR141|PRRX1|ZBTB38|HLA-DQB1|CREBL2|NFE2L2|ITK|FAM177B|ESR1|HLA-DRB5|CTSW|REST|MAF|CD69|ZNF267|PIGR|PLAG1|MITF|CLEC12A|GFI1|ATF6|GPR82|HLA-DQA1|SKIL|NFATC2|ELF1|ATF1|FBXO32|KLF3|TFEC|MS4A4E|BBX|ASCL2
ZEB1	1.1193106752807491	1.0	21.0	77	ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2
ZNF8	1.1111520746410026	1.0	58.0	53	EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ESR1	1.1107352325112063	2.0	48.0	35|69	BACH1|REL|CD274|MEF2A|GPR141|PRRX1|ZBTB38|HLA-DQB1|CREBL2|NFE2L2|ITK|FAM177B|ESR1|HLA-DRB5|CTSW|REST|MAF|CD69|ZNF267|PIGR|PLAG1|MITF|CLEC12A|GFI1|ATF6|GPR82|HLA-DQA1|SKIL|NFATC2|ELF1|ATF1|FBXO32|KLF3|TFEC|MS4A4E|BBX|ASCL2|FOXP1|RUNX3|VENTX|GPR141|KLHDC7B|ITK|CLEC12A|IRF4|GFI1|ESR1|LTB
ZNF444	1.0941585853199451	1.0	34.0	23	ZNF784|ZNF496|ZNF296|CC2D1A|ZSCAN5A|ZNF444|ZNF554|ZNF133|ERF|ZSCAN22|ZNF628|ZNF692|ZNF324|ZNF584|ZNF581|ZNF580|ZNF526|ZNF574|ZNF576|ZNF446|ZNF512B|ZSCAN32|ZNF414|ZNF341|ZBTB45|MYPOP|ZNF497|CIC|ZNF324B|WIZ|ZNF865|ZNF579|ZNF835|MZF1
KLF13	1.073289096100917	2.0	30.0	50|80	ZBTB3|THAP11|ZNF511|CTCF|CREB3L4|ZNF219|ZBTB14|NRL|ZNF689|ZSCAN29|ZNF48|ZNF32|ZNF239|ZNF688|KLF13|ZSCAN2|SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2
ETV4	1.0728090630575604	2.0	91.0	6|10	CHADL|C10orf90|ANO4|S1PR5|GPD1|GRM3|FAM178B|HCN2|HHIP|PLLP|NRIP2|SRCIN1|OR9A2|SYT9|CTNNA3|TRPV6|CD22|PDIA2|TRPM6|TMEM144|PAIP2B|PPP1R14A|DNAH17|ZNF536|USH1C|TLL2|RASGRF1|KLHL32|BOK|LRRC63|PRCD|EFHD1|HS3ST5|TP53TG5|CLDN11|PTGDS|SPAG6|TRPV5|JAKMIP3|CDH19|GPIHBP1|S100A1|FOLH1|SH3TC2|KANK4|SLCO1A2|EDIL3|ASPA|ENPP2|SLC24A2|GREM1|NETO1|CRTAC1|ZC3H12B|KCNQ5|MACROD2|CNTN1|NALCN|ERBB4|USP43|AFF2|FGF9|FUT9|CSDC2|SGCD|DPP10|GALNT13|TRIM67|OTOGL|MCF2L2|ARPP21|KCNIP3|LUZP2|EFCAB5|FAM135B|PCDH7|GABBR2|TCEAL2|KCNH8|FGF12|CACNA1A|EPB41L4B|SLITRK1|DLGAP1|PHACTR3|ZFPM2|CDH20|SLITRK5|CSMD3|RPS6KA6|LRRTM1
OSR1	1.0684679925624323	2.0	29.0	80|85	SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2|SKIDA1|ZHX3|GSG1L|KLF15|NKAIN3|ACSBG1|DGKG|SOX9|ESRRG|COL28A1|MT3|NPAS3|GRIK1|EMILIN3|TRIL
ZNF774	1.047027533491108	2.0	34.0	84|96	FOXC2|STRA6|MEDAG|PAPPA|COL15A1|COL13A1|COL12A1|GPX8|KRT8|CTHRC1|CYP1B1|FOXL1|HEYL|RFX8|COL6A2|ASPN|DCN|ISLR|HTRA3|FHL2|PCOLCE|KRT18|RARRES1|ALDH1A3|INHBA|FOXC1|FOXC2|SFRP4|BPI|TBX18|PLA1A|C7|FBLN2|ALDH1A3
ZNF384	1.0269513444535812	2.0	100.0	15|53	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
SOX9	1.0205937574835382	2.0	26.0	94|118	NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A|POU3F4|FAT3|SOX9|SNCAIP|CADM2|MPPED2|BCHE|GRIA2|FAM181B|SOX21|TRPS1|LHFPL4
IRF8	1.0167356253611262	3.0	81.0	53|68|91	EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12|MLXIPL|CLEC17A|CX3CR1|GLDN|FGF20|PADI2|MEF2C|ACSM5|P2RY12|TAL1|SIGLEC8|PTCRA|PIGR|PTPN3|ZNF518B|GCK|KBTBD12|NHLRC1|ACTRT3|SULT1C2|COL21A1|TNFRSF18|TUSC1
ZIC5	1.006323360737528	1.0	21.0	65	COL25A1|ZNF552|TSTD1|CCDC175|ADRA1D|CHODL|LANCL3|ABCA6|OTX1|NPNT|COL23A1|RASEF|ZDHHC23|GULP1|UNC5C|MSMP|USP6|CHRNA1|NCMAP|SLC16A11|ADAMTS18
ZNF446	1.0016512279619312	1.0	34.0	23	ZNF784|ZNF496|ZNF296|CC2D1A|ZSCAN5A|ZNF444|ZNF554|ZNF133|ERF|ZSCAN22|ZNF628|ZNF692|ZNF324|ZNF584|ZNF581|ZNF580|ZNF526|ZNF574|ZNF576|ZNF446|ZNF512B|ZSCAN32|ZNF414|ZNF341|ZBTB45|MYPOP|ZNF497|CIC|ZNF324B|WIZ|ZNF865|ZNF579|ZNF835|MZF1
ZBTB48	0.9911549266866212	1.0	13.0	122	ZBTB48|THAP11|USF1|ZNF511|ZSCAN20|ZKSCAN4|NRL|ZSCAN29|ESPNL|ZNF668|RFX5|PRDM2|E2F4
ZHX1	0.9900559132233088	1.0	10.0	67	CRISPLD1|RPE65|HNF4G|OVCH1|SMIM5|PCDH8|IKZF2|NTNG1|MSX1|ZHX1
ZNF518B	0.9754994868018956	1.0	10.0	91	PTPN3|ZNF518B|GCK|KBTBD12|NHLRC1|ACTRT3|SULT1C2|COL21A1|TNFRSF18|TUSC1
ZFHX4	0.9752440357179971	2.0	92.0	19|65	KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|COL25A1|ZNF552|TSTD1|CCDC175|ADRA1D|CHODL|LANCL3|ABCA6|OTX1|NPNT|COL23A1|RASEF|ZDHHC23|GULP1|UNC5C|MSMP|USP6|CHRNA1|NCMAP|SLC16A11|ADAMTS18
PATZ1	0.9606560138398037	3.0	103.0	5|21|77	NCALD|ADD2|OLIG2|TNR|MMD2|FXYD6|DGKB|KCNQ2|OLIG1|MMP16|GRIA2|CACNG7|GNG4|BCAN|FAM131B|PTPRD|THSD7A|BCHE|PIANP|NOL4|LRRTM3|FRMPD1|ASIC4|NRXN2|SLIT1|DSCAM|NRXN1|CSMD1|SEZ6L|KCNA2|TMEM132B|ZNF704|NXPH3|XKR4|PURG|CNTNAP5|CADM2|ELAVL3|CSRNP3|LRRTM2|SOX8|BRSK2|NKAIN4|CDHR1|MPPED2|FLRT1|TMEM145|PRR36|ZDHHC22|NTRK3|NLGN3|LINGO1|CSPG5|MAP2|ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2
IRF6	0.9545304174190846	1.0	19.0	43	SFRP1|NPTX2|COL25A1|ZNF552|DIO2|ADRA2B|ZNF385D|CHRNA7|FBN2|ABCA6|ABCA8|CNTNAP3|GULP1|UNC5C|GNA14|CHRNA1|NCMAP|IRF6|CNTNAP3B
ZNF713	0.9350790920934655	2.0	24.0	80|87	SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2|STAC2|HSF4|LEMD1|NXPH4|ZNF395|TFR2|ESPN|ATG9B|BIRC7|STC2
MEIS3	0.9276320066137616	2.0	44.0	23|90	ZNF784|ZNF496|ZNF296|CC2D1A|ZSCAN5A|ZNF444|ZNF554|ZNF133|ERF|ZSCAN22|ZNF628|ZNF692|ZNF324|ZNF584|ZNF581|ZNF580|ZNF526|ZNF574|ZNF576|ZNF446|ZNF512B|ZSCAN32|ZNF414|ZNF341|ZBTB45|MYPOP|ZNF497|CIC|ZNF324B|WIZ|ZNF865|ZNF579|ZNF835|MZF1|SLITRK2|PKNOX2|GRIK3|RPE65|MYO16|LRRC4C|MEIS3|FLRT3|MEGF11|KCND2
ZFHX2	0.9166893741156604	1.0	58.0	53	EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ZNF672	0.9087945047484856	2.0	51.0	54|122	TDO2|FOXP1|ADAMTS12|NXF3|CFD|KLF2|B3GNT8|HLA-DQB1|FPR3|TNFSF9|LILRB5|MLPH|OXER1|HLA-DRB5|CTSW|CD52|P4HA3|ROR2|SPHK1|CD36|ACP5|PPARG|ADAMDEC1|ADTRP|STAT4|HLA-DQA1|PTGER2|CLEC10A|CD300LB|IRF4|LY9|F2RL1|COLEC12|IL4I1|FOLR2|KLHDC7B|HLX|LTB|ZBTB48|THAP11|USF1|ZNF511|ZSCAN20|ZKSCAN4|NRL|ZSCAN29|ESPNL|ZNF668|RFX5|PRDM2|E2F4
TBX3	0.908767848351616	1.0	18.0	32	FOXL2|VWA2|BCL6B|FOXL2NB|TMEM45B|SPATA22|LEF1|NKD2|MECOM|THSD7B|SOX17|ERG|FOXF2|LRRC36|KIT|FOXQ1|XPNPEP2|NODAL
ZNF383	0.8920027179181835	2.0	122.0	1|59	ZNF132|ZNF566|ZNF530|ZNF570|ZNF569|ZNF613|ZNF420|ZNF221|ZNF615|ZNF776|ZNF559|ZNF14|ZNF677|ZNF260|ZNF607|ZNF285|ZNF180|ZNF224|ZNF225|ZNF30|ZNF222|ZNF175|ZNF585B|ZNF223|ZNF599|ZNF226|ZNF283|ZNF112|ZNF555|ZNF383|ZNF546|ZNF582|ZNF614|ZNF254|ZNF567|ZNF547|ZNF836|ZNF350|ZNF573|ZNF577|ZNF234|ZNF529|ZNF45|ZNF304|ZNF527|ZNF431|ZNF461|ZNF230|ZNF71|ZNF780B|ZFP14|ZNF91|ZNF568|ZNF793|ZFP30|ZNF829|ZNF585A|ZNF181|ZNF235|ZNF571|ZNF8|ZNF671|ZNF772|ZNF606|ZNF549|ZNF17|ZNF551|ZNF780A|ZNF146|ZIK1|ZNF419|ZNF616|ZNF439|ZNF773|ZNF583|ZNF814|ZNF416|ZNF493|ZNF227|ZNF211|ZNF284|ZNF480|ZNF790|ZNF134|ZNF155|ZNF418|ZNF302|ZNF700|ZNF880|ZNF44|ZNF343|ZNF714|ZNF317|SYCE2|ZSCAN5A|ZNF121|ZNF490|ZNF791|ZNF101|ZNF667|ZFP28|ZSCAN22|ZNF558|MGA|ZNF792|ZNF470|ZGLP1|ZNF136|ZNF699|ZSCAN32|ZNF442|ZNF441|ZNF57|ZNF20|ZNF557|ZNF625|ZNF836|ZNF562|ZNF347|ZNF626|ZNF528|ZNF563
STAT2	0.8904845380615876	2.0	48.0	14|43	TF|AATK|CNDP1|ST18|GJB1|LDB3|PCSK6|ERMN|MAL|HAPLN2|FA2H|KLK6|MOBP|HHATL|MBP|PEX5L|LRP2|MOG|TMEM151A|SLC5A11|SEC14L5|CARNS1|TPPP|PLP1|PLCH2|LGI3|CNTNAP4|MYRF|CNTN2|SFRP1|NPTX2|COL25A1|ZNF552|DIO2|ADRA2B|ZNF385D|CHRNA7|FBN2|ABCA6|ABCA8|CNTNAP3|GULP1|UNC5C|GNA14|CHRNA1|NCMAP|IRF6|CNTNAP3B
SKIDA1	0.8836155404911097	2.0	33.0	43|80	SFRP1|NPTX2|COL25A1|ZNF552|DIO2|ADRA2B|ZNF385D|CHRNA7|FBN2|ABCA6|ABCA8|CNTNAP3|GULP1|UNC5C|GNA14|CHRNA1|NCMAP|IRF6|CNTNAP3B|SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2
EBF4	0.879080466628028	2.0	72.0	53|94	EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12|NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A
ZNF493	0.8676670981405193	1.0	102.0	29	PCDHGA1|ZNF770|ZNF280D|ZNF627|ATF2|ZNF880|ANKRD20A1|SMAD4|ZNF559|ZBTB6|ZNF540|ZBTB10|ZNF721|POU5F2|HES7|FOXN2|ZNF24|ZNF639|MYNN|ZNF75A|ZNF778|ZNF441|ZNF154|ZNF844|ZNF846|ZNF443|ZNF654|ZNF625|ZNF644|ZNF763|GABPA|ZFHX4|MYBL1|ZNF621|CEBPG|ZNF717|DCC|ZNF133|ZNF266|SMAD2|CREB1|ZNF850|ZBTB43|ZNF709|TOX|KCNT2|ZNF534|ZGLP1|CARF|ZNF823|ZNF799|ZNF140|DRD2|ZNF619|ZBTB20|ZNF563|ZNF333|ZNF345|ZNF714|CCDC144A|ZNF652|ZNF169|RLF|ZNF490|ZNF157|ZFP28|MGA|ZNF433|SMAD5|ELK4|GTF2IRD2|ZSCAN32|ZBTB37|NFXL1|ZNF684|HEY1|ZNF148|ZNF565|NR2C1|ZNF268|ZNF544|SP3|ZNF564|RFX7|PURA|PROX1|UBP1|ZNF337|ZNF792|GLRA4|ZNF808|ZNF516|FOXJ3|ZNF484|ZBTB11|ZNF23|ZNF77|ZNF320|ZNF708|EFHB|ZBTB41|ZFP2
SALL2	0.8673097426293506	1.0	12.0	76	PRDM16|ADIG|OLFM4|ZBTB4|SOX13|ZNF691|TP53|GHRHR|RASD1|HOMEZ|IGFL4|C10orf62
ZBED3	0.864671340405121	2.0	66.0	15|84	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|FOXC2|STRA6|MEDAG|PAPPA|COL15A1|COL13A1|COL12A1|GPX8|KRT8|CTHRC1|CYP1B1|FOXL1|HEYL|RFX8|COL6A2|ASPN|DCN|ISLR|HTRA3|FHL2|PCOLCE|KRT18|RARRES1|ALDH1A3
